Point	Latitude	Longitude	Category	PCH_time	Displacement
Point_208	117.310208	39.3075	C1	2020.70361328125	-69.81530808068125
Point_209	117.368125	39.3075	C1	2020.7529296875	-58.74572203255889
Point_210	117.426042	39.3075	C3	2025.5	None
Point_211	117.483958	39.3075	C4	9999	None
Point_21	117.947292	39.6225	C1	2022.5	None
Point_2	118.294792	39.7125	C1	2022.5	None
Point_212	117.541875	39.3075	C4	9999	None
Point_213	117.599792	39.3075	C1	2020.555786132812	-69.41412896382114
Point_214	117.657708	39.3075	C1	2022.5	None
Point_215	117.715625	39.3075	C1	2020.605102539062	-185.43276905130284
Point_216	117.773542	39.3075	C1	2019.4873046875	-191.85367382563572
Point_217	117.831458	39.3075	C1	2020.391479492188	-118.1041534834548
Point_218	117.889375	39.3075	C3	2025.5	None
Point_219	117.947292	39.3075	C4	9999	None
Point_220	118.005208	39.3075	C4	9999	None
Point_221	118.063125	39.3075	C4	9999	None
Point_22	118.005208	39.6225	C2	2020.605102539062	-51.3659873359683
Point_222	118.121042	39.3075	C4	9999	None
Point_223	118.178958	39.3075	C4	9999	None
Point_224	118.236875	39.3075	C1	2020.605102539062	-116.68417900403192
Point_225	118.294792	39.3075	C4	9999	None
Point_226	118.352708	39.3075	C4	9999	None
Point_227	118.410625	39.3075	C3	2025.5	None
Point_228	118.468542	39.3075	C4	9999	None
Point_229	116.499375	39.2625	C4	9999	None
Point_230	116.557292	39.2625	C4	9999	None
Point_231	116.615208	39.2625	C4	9999	None
Point_23	118.063125	39.6225	C2	2022.5	None
Point_232	116.673125	39.2625	C4	9999	None
Point_233	116.731042	39.2625	C4	9999	None
Point_234	116.788958	39.2625	C4	9999	None
Point_235	116.846875	39.2625	C4	9999	None
Point_236	116.904792	39.2625	C4	9999	None
Point_237	116.962708	39.2625	C3	2025.5	None
Point_238	117.020625	39.2625	C1	2022.5	None
Point_239	117.078542	39.2625	C3	2025.5	None
Point_240	117.136458	39.2625	C1	2022.5	None
Point_241	117.194375	39.2625	C1	2020.818603515625	-205.3564060931355
Point_24	118.121042	39.6225	C2	2021.506469726562	-39.27173082950403
Point_242	117.252292	39.2625	C1	2019.668090820312	-121.7284307323273
Point_243	117.310208	39.2625	C1	2020.7529296875	-152.26728415931234
Point_244	117.368125	39.2625	C1	2020.70361328125	-151.29747291362852
Point_245	117.426042	39.2625	C1	2022.5	None
Point_246	117.483958	39.2625	C3	2025.5	None
Point_247	117.541875	39.2625	C3	2025.5	None
Point_248	117.599792	39.2625	C1	2022.5	None
Point_249	117.657708	39.2625	C4	9999	None
Point_250	117.715625	39.2625	C3	2025.5	None
Point_251	117.773542	39.2625	C1	2019.470947265625	-111.5605843487716
Point_25	118.178958	39.6225	C3	2025.5	None
Point_252	117.831458	39.2625	C3	2025.5	None
Point_253	117.889375	39.2625	C4	9999	None
Point_254	117.947292	39.2625	C4	9999	None
Point_256	118.063125	39.2625	C4	9999	None
Point_257	118.121042	39.2625	C4	9999	None
Point_258	118.178958	39.2625	C1	2020.70361328125	-277.941578988641
Point_259	118.236875	39.2625	C4	9999	None
Point_260	118.294792	39.2625	C4	9999	None
Point_261	118.352708	39.2625	C4	9999	None
Point_26	118.236875	39.6225	C2	2022.5	None
Point_262	118.410625	39.2625	C4	9999	None
Point_263	118.468542	39.2625	C4	9999	None
Point_264	116.499375	39.2175	C4	9999	None
Point_265	116.557292	39.2175	C4	9999	None
Point_266	116.615208	39.2175	C4	9999	None
Point_267	116.673125	39.2175	C4	9999	None
Point_268	116.731042	39.2175	C4	9999	None
Point_269	116.788958	39.2175	C4	9999	None
Point_270	116.846875	39.2175	C4	9999	None
Point_271	116.904792	39.2175	C4	9999	None
Point_27	118.294792	39.6225	C3	2025.5	None
Point_272	116.962708	39.2175	C4	9999	None
Point_273	117.020625	39.2175	C4	9999	None
Point_274	117.078542	39.2175	C4	9999	None
Point_275	117.136458	39.2175	C3	2025.5	None
Point_276	117.194375	39.2175	C1	2019.372314453125	-63.82711016406387
Point_277	117.252292	39.2175	C1	2019.71728515625	-140.61723938802925
Point_278	117.310208	39.2175	C3	2025.5	None
Point_279	117.368125	39.2175	C1	2022.5	None
Point_280	117.426042	39.2175	C1	2022.5	None
Point_281	117.483958	39.2175	C4	9999	None
Point_28	118.352708	39.6225	C4	9999	None
Point_282	117.541875	39.2175	C4	9999	None
Point_283	117.599792	39.2175	C3	2025.5	None
Point_284	117.657708	39.2175	C4	9999	None
Point_285	117.715625	39.2175	C4	9999	None
Point_286	117.773542	39.2175	C3	2025.5	None
Point_287	117.831458	39.2175	C4	9999	None
Point_288	117.889375	39.2175	C4	9999	None
Point_289	117.947292	39.2175	C4	9999	None
Point_290	118.063125	39.2175	C4	9999	None
Point_291	118.121042	39.2175	C4	9999	None
Point_29	118.410625	39.6225	C4	9999	None
Point_292	118.178958	39.2175	C4	9999	None
Point_293	118.236875	39.2175	C4	9999	None
Point_294	118.294792	39.2175	C4	9999	None
Point_295	118.352708	39.2175	C4	9999	None
Point_296	118.410625	39.2175	C4	9999	None
Point_297	118.468542	39.2175	C4	9999	None
Point_298	116.499375	39.1725	C4	9999	None
Point_299	116.557292	39.1725	C4	9999	None
Point_300	116.615208	39.1725	C4	9999	None
Point_301	116.673125	39.1725	C4	9999	None
Point_30	117.426042	39.5775	C4	9999	None
Point_302	116.731042	39.1725	C4	9999	None
Point_303	116.788958	39.1725	C4	9999	None
Point_304	116.846875	39.1725	C4	9999	None
Point_305	116.904792	39.1725	C4	9999	None
Point_306	116.962708	39.1725	C3	2025.5	None
Point_307	117.020625	39.1725	C4	9999	None
Point_308	117.078542	39.1725	C3	2025.5	None
Point_309	117.136458	39.1725	C1	2022.5	None
Point_310	117.194375	39.1725	C1	2022.5	None
Point_311	117.252292	39.1725	C3	2025.5	None
Point_31	117.483958	39.5775	C4	9999	None
Point_3	118.352708	39.7125	C2	2020.457275390625	-50.71025629475581
Point_312	117.310208	39.1725	C4	9999	None
Point_313	117.368125	39.1725	C1	2022.5	None
Point_314	117.426042	39.1725	C3	2025.5	None
Point_316	117.541875	39.1725	C1	2022.5	None
Point_317	117.599792	39.1725	C4	9999	None
Point_318	117.657708	39.1725	C4	9999	None
Point_319	117.715625	39.1725	C4	9999	None
Point_320	117.773542	39.1725	C4	9999	None
Point_321	117.831458	39.1725	C4	9999	None
Point_32	117.541875	39.5775	C4	9999	None
Point_325	118.294792	39.1725	C4	9999	None
Point_326	118.352708	39.1725	C4	9999	None
Point_327	118.410625	39.1725	C4	9999	None
Point_328	118.468542	39.1725	C4	9999	None
Point_329	118.526458	39.1725	C4	9999	None
Point_331	116.557292	39.1275	C4	9999	None
Point_33	117.599792	39.5775	C4	9999	None
Point_332	116.615208	39.1275	C4	9999	None
Point_333	116.673125	39.1275	C4	9999	None
Point_334	116.731042	39.1275	C4	9999	None
Point_335	116.788958	39.1275	C4	9999	None
Point_336	116.846875	39.1275	C4	9999	None
Point_337	116.904792	39.1275	C4	9999	None
Point_338	116.962708	39.1275	C4	9999	None
Point_339	117.020625	39.1275	C4	9999	None
Point_340	117.078542	39.1275	C1	2022.5	None
Point_341	117.136458	39.1275	C3	2025.5	None
Point_34	117.657708	39.5775	C3	2025.5	None
Point_342	117.194375	39.1275	C2	2022.5	None
Point_343	117.252292	39.1275	C3	2025.5	None
Point_344	117.310208	39.1275	C3	2025.5	None
Point_345	117.368125	39.1275	C3	2025.5	None
Point_346	117.426042	39.1275	C1	2022.5	None
Point_347	117.483958	39.1275	C1	2022.5	None
Point_348	117.541875	39.1275	C1	2022.5	None
Point_349	117.599792	39.1275	C3	2025.5	None
Point_350	117.657708	39.1275	C3	2025.5	None
Point_351	117.715625	39.1275	C3	2025.5	None
Point_35	117.715625	39.5775	C3	2025.5	None
Point_352	117.773542	39.1275	C4	9999	None
Point_353	118.178958	39.1275	C4	9999	None
Point_354	118.236875	39.1275	C4	9999	None
Point_358	118.468542	39.1275	C4	9999	None
Point_359	118.526458	39.1275	C4	9999	None
Point_360	116.557292	39.0825	C4	9999	None
Point_361	116.615208	39.0825	C4	9999	None
Point_36	117.773542	39.5775	C2	2022.5	None
Point_362	116.673125	39.0825	C4	9999	None
Point_363	116.731042	39.0825	C4	9999	None
Point_364	116.788958	39.0825	C4	9999	None
Point_365	116.846875	39.0825	C4	9999	None
Point_366	116.904792	39.0825	C4	9999	None
Point_367	116.962708	39.0825	C4	9999	None
Point_368	117.020625	39.0825	C3	2025.5	None
Point_369	117.078542	39.0825	C3	2025.5	None
Point_370	117.136458	39.0825	C1	2022.5	None
Point_371	117.194375	39.0825	C3	2025.5	None
Point_37	117.831458	39.5775	uplift	2016.021850585938	-25.73229182990028
Point_372	117.252292	39.0825	C2	2022.5	None
Point_373	117.310208	39.0825	uplift	2016.021850585938	3.2539922426017864
Point_374	117.368125	39.0825	C3	2025.5	None
Point_375	117.426042	39.0825	C4	9999	None
Point_376	117.483958	39.0825	C3	2025.5	None
Point_377	117.541875	39.0825	C2	2020.605102539062	-42.81288106610828
Point_378	117.599792	39.0825	C3	2025.5	None
Point_379	117.657708	39.0825	C1	2022.5	None
Point_380	117.715625	39.0825	C3	2025.5	None
Point_38	117.889375	39.5775	C1	2022.5	None
Point_382	118.236875	39.0825	C4	9999	None
Point_383	118.294792	39.0825	C4	9999	None
Point_384	118.352708	39.0825	C4	9999	None
Point_385	118.410625	39.0825	C4	9999	None
Point_386	118.468542	39.0825	C4	9999	None
Point_387	116.557292	39.0375	C4	9999	None
Point_388	116.615208	39.0375	C4	9999	None
Point_389	116.673125	39.0375	C4	9999	None
Point_390	116.731042	39.0375	C4	9999	None
Point_391	116.788958	39.0375	C4	9999	None
Point_39	117.947292	39.5775	C3	2025.5	None
Point_392	116.846875	39.0375	C4	9999	None
Point_393	116.904792	39.0375	C4	9999	None
Point_395	117.020625	39.0375	C1	2022.5	None
Point_396	117.078542	39.0375	C4	9999	None
Point_397	117.136458	39.0375	C4	9999	None
Point_398	117.194375	39.0375	C3	2025.5	None
Point_399	117.252292	39.0375	C1	2022.5	None
Point_400	117.310208	39.0375	C1	2020.1943359375	-57.97825061543471
Point_401	117.368125	39.0375	C1	2022.5	None
Point_40	118.005208	39.5775	C2	2022.5	None
Point_402	117.426042	39.0375	C1	2020.555786132812	-93.12603349379113
Point_403	117.483958	39.0375	C1	2020.1943359375	-99.11435016616818
Point_404	117.541875	39.0375	C2	2020.457275390625	-55.085183178917966
Point_405	117.599792	39.0375	uplift	2016.777587890625	-11.337213118507997
Point_406	117.657708	39.0375	uplift	2016.744750976562	-15.172900051052885
Point_407	117.715625	39.0375	C2	2022.5	None
Point_409	118.352708	39.0375	C4	9999	None
Point_410	118.410625	39.0375	C4	9999	None
Point_411	118.468542	39.0375	C4	9999	None
Point_41	118.063125	39.5775	C2	2021.4736328125	-38.64693507011469
Point_4	118.410625	39.7125	C1	2021.440795898438	-79.02421335200181
Point_412	118.526458	39.0375	C4	9999	None
Point_413	116.557292	38.9925	C4	9999	None
Point_414	116.615208	38.9925	C4	9999	None
Point_415	116.673125	38.9925	C4	9999	None
Point_416	116.731042	38.9925	C4	9999	None
Point_417	116.788958	38.9925	C4	9999	None
Point_418	116.846875	38.9925	C4	9999	None
Point_419	116.904792	38.9925	C4	9999	None
Point_420	116.962708	38.9925	C4	9999	None
Point_421	117.020625	38.9925	C4	9999	None
Point_42	118.121042	39.5775	uplift	2016.021850585938	-30.887470066549536
Point_423	117.136458	38.9925	C4	9999	None
Point_424	117.194375	38.9925	C4	9999	None
Point_425	117.252292	38.9925	C4	9999	None
Point_426	117.310208	38.9925	C1	2020.555786132812	-112.78213312224108
Point_427	117.368125	38.9925	C1	2021.506469726562	-121.62492329964704
Point_428	117.426042	38.9925	C3	2025.5	None
Point_429	117.483958	38.9925	C1	2022.5	None
Point_431	117.599792	38.9925	C4	9999	None
Point_43	118.178958	39.5775	C3	2025.5	None
Point_432	117.657708	38.9925	uplift	2016.744750976562	-25.949513294153583
Point_433	117.715625	38.9925	C3	2025.5	None
Point_434	117.773542	38.9925	C3	2025.5	None
Point_436	118.468542	38.9925	C3	2025.5	None
Point_437	118.526458	38.9925	C3	2025.5	None
Point_438	116.557292	38.9475	C4	9999	None
Point_439	116.615208	38.9475	C4	9999	None
Point_440	116.673125	38.9475	C4	9999	None
Point_441	116.731042	38.9475	C4	9999	None
Point_44	118.236875	39.5775	C3	2025.5	None
Point_442	116.788958	38.9475	C4	9999	None
Point_443	116.846875	38.9475	C4	9999	None
Point_444	116.904792	38.9475	C4	9999	None
Point_445	116.962708	38.9475	C4	9999	None
Point_446	117.020625	38.9475	C4	9999	None
Point_447	117.078542	38.9475	C4	9999	None
Point_448	117.136458	38.9475	C4	9999	None
Point_449	117.194375	38.9475	C4	9999	None
Point_450	117.252292	38.9475	C4	9999	None
Point_451	117.310208	38.9475	C4	9999	None
Point_45	118.294792	39.5775	C4	9999	None
Point_452	117.368125	38.9475	C1	2022.5	None
Point_453	117.426042	38.9475	C1	2022.5	None
Point_454	117.483958	38.9475	C1	2021.637939453125	-165.86276871637213
Point_455	117.541875	38.9475	C1	2020.227294921875	-88.80315213194069
Point_456	117.599792	38.9475	C2	2022.5	None
Point_457	117.657708	38.9475	C2	2018.615966796875	-40.21486487896781
Point_458	117.715625	38.9475	uplift	2016.744750976562	-25.949513294153583
Point_460	117.831458	38.9475	C4	9999	None
Point_461	118.526458	38.9475	C3	2025.5	None
Point_46	118.352708	39.5775	C3	2025.5	None
Point_463	116.615208	38.9025	C4	9999	None
Point_464	116.673125	38.9025	C4	9999	None
Point_465	116.731042	38.9025	C4	9999	None
Point_466	116.788958	38.9025	C4	9999	None
Point_467	116.846875	38.9025	C4	9999	None
Point_468	116.904792	38.9025	C4	9999	None
Point_469	116.962708	38.9025	C4	9999	None
Point_470	117.020625	38.9025	C4	9999	None
Point_471	117.078542	38.9025	C4	9999	None
Point_47	118.410625	39.5775	C4	9999	None
Point_472	117.136458	38.9025	C4	9999	None
Point_473	117.194375	38.9025	C1	2022.5	None
Point_474	117.252292	38.9025	C4	9999	None
Point_475	117.310208	38.9025	C4	9999	None
Point_476	117.368125	38.9025	C3	2025.5	None
Point_477	117.426042	38.9025	C1	2022.5	None
Point_478	117.483958	38.9025	C1	2021.670776367188	-96.13015471629144
Point_479	117.541875	38.9025	C4	9999	None
Point_480	117.599792	38.9025	C1	2022.5	None
Point_481	117.657708	38.9025	C1	2022.5	None
Point_482	117.715625	38.9025	C1	2022.5	None
Point_483	117.773542	38.9025	C4	9999	None
Point_484	117.831458	38.9025	C3	2025.5	None
Point_485	116.615208	38.8575	C4	9999	None
Point_486	116.673125	38.8575	C4	9999	None
Point_487	116.731042	38.8575	C4	9999	None
Point_488	116.788958	38.8575	C4	9999	None
Point_489	116.846875	38.8575	C4	9999	None
Point_490	116.904792	38.8575	C4	9999	None
Point_491	116.962708	38.8575	C4	9999	None
Point_49	117.368125	39.5325	C4	9999	None
Point_492	117.020625	38.8575	C4	9999	None
Point_494	117.136458	38.8575	C4	9999	None
Point_495	117.194375	38.8575	C4	9999	None
Point_496	117.252292	38.8575	C4	9999	None
Point_497	117.310208	38.8575	C4	9999	None
Point_498	117.368125	38.8575	C3	2025.5	None
Point_499	117.426042	38.8575	C1	2022.5	None
Point_500	117.483958	38.8575	C1	2022.5	None
Point_501	117.541875	38.8575	C4	9999	None
Point_50	117.426042	39.5325	C4	9999	None
Point_502	117.599792	38.8575	C2	2022.5	None
Point_503	117.657708	38.8575	C4	9999	None
Point_505	116.615208	38.8125	C4	9999	None
Point_506	116.673125	38.8125	C4	9999	None
Point_507	116.731042	38.8125	C4	9999	None
Point_508	116.788958	38.8125	C4	9999	None
Point_509	116.846875	38.8125	C4	9999	None
Point_510	116.904792	38.8125	C4	9999	None
Point_511	116.962708	38.8125	C4	9999	None
Point_51	117.483958	39.5325	C4	9999	None
Point_512	117.020625	38.8125	C4	9999	None
Point_513	117.078542	38.8125	C4	9999	None
Point_514	117.136458	38.8125	C4	9999	None
Point_515	117.194375	38.8125	C4	9999	None
Point_516	117.252292	38.8125	C4	9999	None
Point_517	117.310208	38.8125	C4	9999	None
Point_518	117.368125	38.8125	C4	9999	None
Point_519	117.426042	38.8125	C1	2022.5	None
Point_520	117.483958	38.8125	C3	2025.5	None
Point_521	117.541875	38.8125	C4	9999	None
Point_52	117.541875	39.5325	C1	2019.7666015625	-28.954256160805546
Point_523	116.615208	38.7675	C4	9999	None
Point_524	116.673125	38.7675	C4	9999	None
Point_525	116.731042	38.7675	C4	9999	None
Point_526	116.788958	38.7675	C4	9999	None
Point_527	116.846875	38.7675	C4	9999	None
Point_528	116.904792	38.7675	C4	9999	None
Point_529	116.962708	38.7675	C4	9999	None
Point_530	117.020625	38.7675	C4	9999	None
Point_531	117.078542	38.7675	C4	9999	None
Point_53	117.599792	39.5325	C1	2022.5	None
Point_532	117.136458	38.7675	C4	9999	None
Point_533	117.194375	38.7675	C4	9999	None
Point_534	117.252292	38.7675	C4	9999	None
Point_535	117.310208	38.7675	C3	2025.5	None
Point_536	117.368125	38.7675	C4	9999	None
Point_537	117.426042	38.7675	C3	2025.5	None
Point_538	117.483958	38.7675	C3	2025.5	None
Point_539	117.541875	38.7675	C4	9999	None
Point_540	116.615208	38.7225	C4	9999	None
Point_541	116.673125	38.7225	C4	9999	None
Point_54	117.657708	39.5325	C3	2025.5	None
Point_542	116.731042	38.7225	C4	9999	None
Point_543	116.788958	38.7225	C4	9999	None
Point_544	116.846875	38.7225	C4	9999	None
Point_545	116.904792	38.7225	C4	9999	None
Point_546	116.962708	38.7225	C4	9999	None
Point_547	117.020625	38.7225	C4	9999	None
Point_548	117.078542	38.7225	C3	2025.5	None
Point_549	117.136458	38.7225	C4	9999	None
Point_550	117.194375	38.7225	C4	9999	None
Point_551	117.252292	38.7225	C4	9999	None
Point_55	117.715625	39.5325	C1	2022.5	None
Point_552	117.310208	38.7225	C4	9999	None
Point_553	117.368125	38.7225	C1	2022.5	None
Point_554	117.426042	38.7225	C3	2025.5	None
Point_555	117.483958	38.7225	C3	2025.5	None
Point_556	117.541875	38.7225	C4	9999	None
Point_557	117.599792	38.7225	C3	2025.5	None
Point_558	117.715625	38.7225	C4	9999	None
Point_559	116.615208	38.6775	C4	9999	None
Point_560	116.673125	38.6775	C4	9999	None
Point_561	116.731042	38.6775	C4	9999	None
Point_56	117.773542	39.5325	C1	2022.5	None
Point_562	116.788958	38.6775	C4	9999	None
Point_563	116.846875	38.6775	C4	9999	None
Point_564	116.904792	38.6775	C4	9999	None
Point_565	116.962708	38.6775	C4	9999	None
Point_566	117.020625	38.6775	C3	2025.5	None
Point_567	117.078542	38.6775	C3	2025.5	None
Point_568	117.136458	38.6775	C4	9999	None
Point_569	117.194375	38.6775	C4	9999	None
Point_570	117.252292	38.6775	C4	9999	None
Point_571	117.310208	38.6775	C4	9999	None
Point_57	117.831458	39.5325	C1	2022.5	None
Point_572	117.368125	38.6775	C4	9999	None
Point_573	117.426042	38.6775	C1	2022.5	None
Point_574	117.483958	38.6775	C4	9999	None
Point_575	117.541875	38.6775	C2	2022.5	None
Point_576	117.599792	38.6775	C4	9999	None
Point_577	116.673125	38.6325	C4	9999	None
Point_578	116.731042	38.6325	C4	9999	None
Point_579	116.788958	38.6325	C4	9999	None
Point_580	116.846875	38.6325	C4	9999	None
Point_581	116.904792	38.6325	C4	9999	None
Point_58	117.889375	39.5325	C1	2019.733764648438	-40.353264744696304
Point_582	116.962708	38.6325	C4	9999	None
Point_583	117.020625	38.6325	C4	9999	None
Point_584	117.078542	38.6325	C1	2022.5	None
Point_585	117.136458	38.6325	C3	2025.5	None
Point_586	117.194375	38.6325	C4	9999	None
Point_587	117.252292	38.6325	C2	2022.5	None
Point_588	117.310208	38.6325	C4	9999	None
Point_589	117.368125	38.6325	C1	2022.5	None
Point_590	117.426042	38.6325	C3	2025.5	None
Point_591	117.483958	38.6325	C4	9999	None
Point_59	117.947292	39.5325	C2	2020.7529296875	-49.3093968060758
Point_592	117.541875	38.6325	C4	9999	None
Point_594	116.673125	38.5875	C4	9999	None
Point_595	116.731042	38.5875	C4	9999	None
Point_596	116.788958	38.5875	C4	9999	None
Point_597	116.846875	38.5875	C4	9999	None
Point_598	116.904792	38.5875	C4	9999	None
