"File Name" "Decimal Year" "Lowest Value" "Slope Before" "Slope After"
LOWESS_point_104_ts.txt 2022.065673828125 -70.6312186956985 -13.005874292879952 3.255761966031247
LOWESS_point_101_ts.txt 2019.635131835938 -66.16915699204898 -22.562973822921656 1.2105670983479548
LOWESS_point_106_ts.txt 2021.966430664062 -48.42302584586538 -9.282855186746204 6.4448471595648975
LOWESS_point_102_ts.txt 2019.71728515625 -63.74720827156603 -19.976098179710217 8.576968121966019
LOWESS_point_108_ts.txt 2022.722778320312 -122.85858254260565 -19.99337050750501 13.231668804033111
LOWESS_point_103_ts.txt 2019.668090820312 -87.71549896803002 -22.56449308310201 13.551549121756201
LOWESS_point_10_ts.txt 2022.821411132812 -43.41208070307589 -3.09887481052363 13.251742920949622
LOWESS_point_105_ts.txt 2022.098510742188 -91.8165712830678 -15.133994347339039 6.84866788894419
LOWESS_point_110_ts.txt 2022.68994140625 -63.94526492367686 -6.801380910267989 23.345786336227814
LOWESS_point_111_ts.txt 2022.821411132812 -70.19264738951959 -9.101814966209137 3.481662992534748
LOWESS_point_112_ts.txt 2021.769287109375 -55.392551104175865 -7.075144532823493 7.595680550281512
LOWESS_point_113_ts.txt 2022.919921875 -87.92390324173877 -9.318076667649732 6.175289083176744
LOWESS_point_114_ts.txt 2020.70361328125 -54.95964506334278 -8.178744366306006 12.56356491976188
LOWESS_point_115_ts.txt 2022.821411132812 -150.13637078492192 -17.286548877998893 6.284404988278744
LOWESS_point_116_ts.txt 2022.821411132812 -120.4880273755896 -14.809889976750187 5.365737802331706
LOWESS_point_117_ts.txt 2022.919921875 -156.48689470713995 -15.855983785921744 0.13713328332448851
LOWESS_point_118_ts.txt 2022.821411132812 -96.07644141371811 -9.500266895069958 8.607859976502446
LOWESS_point_119_ts.txt 2021.506469726562 -168.77304233388998 -23.664721699520427 8.520616337811044
LOWESS_point_11_ts.txt 2022.722778320312 -54.85172699487417 -5.555403059327969 17.899052897220024
LOWESS_point_120_ts.txt 2021.4736328125 -132.2372308130621 -15.69016539832405 1.3563992978799808
LOWESS_point_12_ts.txt 2020.52294921875 -73.7614432613677 -13.03186272368681 7.024107357527081
LOWESS_point_134_ts.txt 2019.668090820312 -187.13624343111124 -40.73965474375061 1.324097967288994
LOWESS_point_136_ts.txt 2019.668090820312 -100.4711847720122 -30.55663243395988 0.43420110106060494
LOWESS_point_137_ts.txt 2021.769287109375 -110.76477208457656 -20.36514708654382 21.73930883360565
LOWESS_point_138_ts.txt 2021.835083007812 -93.00556726078536 -14.987409909181645 7.992910882246904
LOWESS_point_139_ts.txt 2021.80224609375 -78.37941616458122 -14.69042021274073 23.328514333578124
LOWESS_point_140_ts.txt 2022.262817382812 -63.07308225907332 -9.603638935812281 8.586531805793442
LOWESS_point_142_ts.txt 2021.80224609375 -123.27234353806924 -22.90574308842209 8.533606132123323
LOWESS_point_145_ts.txt 2020.42431640625 -61.23475079653528 -5.1524418644600525 7.240989868589911
LOWESS_point_147_ts.txt 2021.670776367188 -98.39008584093504 -11.158981470092908 4.975215539445327
LOWESS_point_148_ts.txt 2021.4736328125 -133.40125619380206 -19.873318836586893 10.309032730513882
LOWESS_point_149_ts.txt 2021.637939453125 -123.09424706412608 -15.819491089731804 0.4946005745173004
LOWESS_point_14_ts.txt 2021.440795898438 -54.600095973442414 -3.7003791646045663 11.790965156661018
LOWESS_point_150_ts.txt 2020.70361328125 -141.6960775705094 -19.26447710970313 0.45878113393360415
LOWESS_point_151_ts.txt 2022.821411132812 -141.80776939424877 -15.196522415814194 11.281616289136025
LOWESS_point_153_ts.txt 2020.654296875 -191.8554447367764 -32.821271357711346 1.716595431588172
LOWESS_point_154_ts.txt 2022.854248046875 -173.74337495315885 -19.56136860912431 5.024473111349046
LOWESS_point_157_ts.txt 2022.821411132812 -143.5330552079741 -16.41402977660141 13.77781244620354
LOWESS_point_168_ts.txt 2019.71728515625 -160.1620913088633 -35.73557022394915 7.299461008002885
LOWESS_point_169_ts.txt 2019.306640625 -150.03954181374888 -33.75672072305181 4.670558235904566
LOWESS_point_16_ts.txt 2019.71728515625 -39.06946151545392 -6.875659539560526 3.500466298853523
LOWESS_point_170_ts.txt 2019.668090820312 -133.3933016244248 -29.20448503634358 1.418519378289488
LOWESS_point_171_ts.txt 2022.68994140625 -136.77858959936052 -16.973659490801655 3.6359161962060265
